Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S5-802-1309
Application version = 2.2.4.0
Flow = 149 ml/min
Timebase = 30 s
Start date = 2015/05/22
Start time = 14:11:00
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC

2015/05/22,14:11:00,903687,917133,"-1.477",149,24,0,100,
2015/05/22,14:11:30,903551,916988,"-1.476",149,24,0,100,58
2015/05/22,14:12:00,903452,916889,"-1.476",149,24,0,100,-12
2015/05/22,14:12:30,903511,916933,"-1.475",149,24,0,100,132
2015/05/22,14:13:00,903511,916921,"-1.473",149,24,0,100,100
2015/05/22,14:13:30,903446,916827,"-1.470",149,24,0,100,233
2015/05/22,14:14:00,903477,916801,"-1.464",148,24,0,100,481
2015/05/22,14:14:30,903280,916569,"-1.460",149,24,0,100,267
2015/05/22,14:15:00,903348,916621,"-1.459",149,24,0,100,141
2015/05/22,14:15:30,903347,916580,"-1.454",149,24,0,100,333
2015/05/22,14:16:00,903343,916550,"-1.451",149,24,0,100,216
2015/05/22,14:16:30,903357,916538,"-1.449",150,24,0,100,217
2015/05/22,14:17:00,903271,916391,"-1.442",150,24,0,100,494
2015/05/22,14:17:30,903303,916407,"-1.440",149,24,0,100,137
2015/05/22,14:18:00,903290,916345,"-1.435",149,24,0,100,406
2015/05/22,14:18:30,903271,916283,"-1.430",149,24,0,100,355
2015/05/22,14:19:00,903238,916191,"-1.424",149,24,0,100,487
2015/05/22,14:19:30,903217,916064,"-1.412",150,24,0,100,874
2015/05/22,14:20:00,903190,915902,"-1.398",149,24,0,100,1120
2015/05/22,14:20:30,903223,915824,"-1.385",149,24,0,100,928
2015/05/22,14:21:00,903206,915696,"-1.373",150,24,0,100,916
2015/05/22,14:21:30,903277,915679,"-1.364",149,24,0,100,741
2015/05/22,14:22:00,903278,915601,"-1.355",149,24,0,100,658
2015/05/22,14:22:30,903283,915506,"-1.344",149,24,0,100,833
2015/05/22,14:23:00,903301,915446,"-1.336",149,24,0,100,652
2015/05/22,14:23:30,903158,915231,"-1.328",150,24,0,100,580
2015/05/22,14:24:00,903246,915269,"-1.322",149,24,0,100,426
2015/05/22,14:24:30,903223,915158,"-1.313",148,24,0,100,735
2015/05/22,14:25:00,903248,915118,"-1.306",150,24,0,100,541
2015/05/22,14:25:30,903238,915032,"-1.297",149,24,0,100,632
2015/05/22,14:26:00,903211,914929,"-1.289",148,24,0,100,635
