Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S5-802-1309
Application version = 2.2.4.0
Flow = 149 ml/min
Timebase = 30 s
Start date = 2015/05/23
Start time = 14:40:30
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC

2015/05/23,14:40:30,900921,911906,"-1.212",149,21,0,100,
2015/05/23,14:41:00,900833,911830,"-1.213",149,21,0,100,-109
2015/05/23,14:41:30,900702,911693,"-1.213",150,22,0,100,37
2015/05/23,14:42:00,900613,911629,"-1.216",148,22,0,100,-220
2015/05/23,14:42:30,900518,911552,"-1.218",149,22,0,100,-160
2015/05/23,14:43:00,900519,911505,"-1.213",149,22,0,100,402
2015/05/23,14:43:30,900410,911433,"-1.217",149,22,0,100,-321
2015/05/23,14:44:00,900306,911352,"-1.219",149,23,0,100,-203
2015/05/23,14:44:30,900200,911259,"-1.221",149,23,0,100,-120
2015/05/23,14:45:00,900105,911149,"-1.220",149,23,0,100,116
2015/05/23,14:45:30,899956,910972,"-1.217",149,23,0,100,219
2015/05/23,14:46:00,899875,910882,"-1.216",149,23,0,100,67
2015/05/23,14:46:30,899846,910928,"-1.224",149,23,0,100,-631
2015/05/23,14:47:00,899736,910817,"-1.224",149,24,0,100,-3
2015/05/23,14:47:30,899676,910787,"-1.227",148,24,0,100,-259
2015/05/23,14:48:00,899613,910739,"-1.229",149,24,0,100,-132
2015/05/23,14:48:30,899488,910600,"-1.228",149,24,0,100,104
2015/05/23,14:49:00,899376,910526,"-1.232",149,24,0,100,-330
2015/05/23,14:49:30,899236,910386,"-1.232",149,24,0,100,-15
2015/05/23,14:50:00,899090,910288,"-1.238",149,24,0,100,-417
2015/05/23,14:50:30,898993,910152,"-1.234",149,24,0,100,317
2015/05/23,14:51:00,898974,910180,"-1.239",149,24,0,100,-396
2015/05/23,14:51:30,898999,910197,"-1.238",149,25,0,100,70
2015/05/23,14:52:00,898900,910041,"-1.232",149,25,0,100,467
2015/05/23,14:52:30,898829,909964,"-1.231",149,25,0,100,43
2015/05/23,14:53:00,898754,909889,"-1.231",149,25,0,100,-8
2015/05/23,14:53:30,898616,909778,"-1.234",149,25,0,100,-241
2015/05/23,14:54:00,898503,909640,"-1.232",149,25,0,100,198
2015/05/23,14:54:30,898460,909564,"-1.228",149,25,0,100,272
2015/05/23,14:55:00,898414,909538,"-1.231",149,25,0,100,-172
2015/05/23,14:55:30,898326,909441,"-1.230",149,25,0,100,66
2015/05/23,14:56:00,898273,909377,"-1.229",149,25,0,100,87
