Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S5-802-1309
Application version = 2.2.4.0
Flow = 149 ml/min
Timebase = 30 s
Start date = 2015/05/20
Start time = 14:28:00
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC

2015/05/20,14:28:00,904146,918730,"-1.600",149,24,0,100,
2015/05/20,14:28:30,903864,918404,"-1.596",149,25,0,100,327
2015/05/20,14:29:00,903799,918383,"-1.601",149,25,0,100,-374
2015/05/20,14:29:30,903562,918162,"-1.603",149,26,0,100,-165
2015/05/20,14:30:00,903248,917867,"-1.606",150,27,0,100,-199
2015/05/20,14:30:30,902891,917557,"-1.611",149,27,0,100,-439
2015/05/20,14:31:00,902711,917415,"-1.616",149,28,0,100,-340
2015/05/20,14:31:30,902429,917202,"-1.624",149,28,0,100,-612
2015/05/20,14:32:00,902017,916865,"-1.633",149,29,0,100,-680
2015/05/20,14:32:30,901752,916708,"-1.645",149,30,0,100,-935
2015/05/20,14:33:00,901444,916432,"-1.649",149,30,0,100,-309
2015/05/20,14:33:30,901205,916300,"-1.661",149,30,0,100,-923
2015/05/20,14:34:00,901055,916245,"-1.672",149,31,0,100,-811
2015/05/20,14:34:30,900678,915874,"-1.673",149,31,0,100,-103
2015/05/20,14:35:00,900354,915567,"-1.676",149,31,0,100,-187
2015/05/20,14:35:30,900169,915369,"-1.674",149,31,0,100,82
2015/05/20,14:36:00,899909,915108,"-1.675",149,32,0,100,-28
2015/05/20,14:36:30,899587,914792,"-1.676",149,32,0,100,-95
2015/05/20,14:37:00,899399,914649,"-1.681",149,32,0,100,-402
2015/05/20,14:37:30,899346,914816,"-1.706",149,32,0,100,-1841
2015/05/20,14:38:00,899298,914941,"-1.725",149,32,0,100,-1449
2015/05/20,14:38:30,899143,914747,"-1.721",149,32,0,100,303
2015/05/20,14:39:00,898910,914467,"-1.716",149,33,0,100,358
2015/05/20,14:39:30,898695,914211,"-1.712",149,33,0,100,311
2015/05/20,14:40:00,898529,913977,"-1.705",149,33,0,100,543
2015/05/20,14:40:30,898311,913865,"-1.717",149,33,0,100,-916
2015/05/20,14:41:00,898170,913535,"-1.696",149,33,0,100,1557
2015/05/20,14:41:30,897984,913501,"-1.713",149,33,0,100,-1295
2015/05/20,14:42:00,898062,913566,"-1.712",149,33,0,100,120
2015/05/20,14:42:30,898034,913592,"-1.718",149,33,0,100,-455
2015/05/20,14:43:00,897931,913411,"-1.709",149,33,0,100,636
2015/05/20,14:43:30,897763,913171,"-1.702",150,33,0,100,573
2015/05/20,14:44:00,897779,913243,"-1.708",149,33,0,100,-465
2015/05/20,14:44:30,898150,913902,"-1.739",149,33,0,100,-2350
2015/05/20,14:45:00,897898,913420,"-1.714",149,33,0,100,1883
