2015:05:19,20:08:32.417,76.458201,82.390182
2015:05:19,20:08:32.423,76.458201,0.000000
2015:05:19,20:08:32.515,74.197022,76.573192
2015:05:19,20:08:32.523,75.082943,76.573192
2015:05:19,20:08:32.616,76.791278,77.666055
2015:05:19,20:08:32.623,76.791278,77.666055
2015:05:19,20:08:32.716,79.364057,79.364057
2015:05:19,20:08:32.724,79.364057,79.364057
2015:05:19,20:08:32.815,78.169473,83.155348
2015:05:19,20:08:32.823,78.169473,83.155348
2015:05:19,20:08:32.916,75.878380,83.155348
2015:05:19,20:08:32.923,77.910054,83.155348
2015:05:19,20:08:33.016,77.125274,83.155348
2015:05:19,20:08:33.023,77.125274,83.155348
2015:05:19,20:08:33.116,80.671716,83.155348
2015:05:19,20:08:33.123,80.671716,83.155348
2015:05:19,20:08:33.216,79.527964,83.155348
2015:05:19,20:08:33.223,76.475874,83.155348
2015:05:19,20:08:33.316,75.151869,83.155348
2015:05:19,20:08:33.323,75.151869,83.155348
2015:05:19,20:08:33.416,77.579164,83.155348
2015:05:19,20:08:33.423,77.579164,83.155348
2015:05:19,20:08:33.516,76.313307,76.981190
2015:05:19,20:08:33.523,75.096666,76.981190
2015:05:19,20:08:33.616,74.493966,76.981190
2015:05:19,20:08:33.623,74.493966,76.981190
2015:05:19,20:08:33.716,73.649652,76.981190
2015:05:19,20:08:33.723,73.649652,76.981190
2015:05:19,20:08:33.816,75.107529,76.981190
2015:05:19,20:08:33.823,73.722381,76.981190
2015:05:19,20:08:33.916,72.306122,76.981190
2015:05:19,20:08:33.923,72.306122,76.981190
2015:05:19,20:08:34.016,76.303836,77.774465
2015:05:19,20:08:34.023,76.303836,77.774465
2015:05:19,20:08:34.116,74.521745,77.774465
2015:05:19,20:08:34.123,74.521745,77.774465
2015:05:19,20:08:34.216,74.259616,77.774465
2015:05:19,20:08:34.223,75.917217,77.774465
2015:05:19,20:08:34.316,74.633950,77.774465
2015:05:19,20:08:34.323,74.633950,77.774465
2015:05:19,20:08:34.416,72.062584,77.774465
2015:05:19,20:08:34.423,72.062584,77.774465
2015:05:19,20:08:34.516,72.031097,77.774465
2015:05:19,20:08:34.523,72.472201,72.472201
2015:05:19,20:08:34.616,72.316832,72.772790
2015:05:19,20:08:34.623,72.316832,72.772790
2015:05:19,20:08:34.716,71.858690,74.819894
2015:05:19,20:08:34.723,71.858690,74.819894
2015:05:19,20:08:34.816,69.656945,74.819894
2015:05:19,20:08:34.823,73.456683,74.819894
2015:05:19,20:08:34.915,76.206075,76.206075
2015:05:19,20:08:34.923,76.206075,76.206075
2015:05:19,20:08:35.016,74.372589,76.206075
2015:05:19,20:08:35.023,74.372589,76.206075
2015:05:19,20:08:35.115,74.088359,76.206075
2015:05:19,20:08:35.123,74.088359,76.206075
2015:05:19,20:08:35.216,74.568487,76.206075
2015:05:19,20:08:35.223,75.967805,76.206075
2015:05:19,20:08:35.316,75.359786,76.206075
2015:05:19,20:08:35.323,75.359786,76.206075
2015:05:19,20:08:35.416,75.777926,79.247975
2015:05:19,20:08:35.423,75.777926,79.247975
2015:05:19,20:08:35.516,77.145941,79.247975
2015:05:19,20:08:35.523,77.938693,79.247975
2015:05:19,20:08:35.616,72.664450,75.561617
2015:05:19,20:08:35.623,72.664450,75.561617
2015:05:19,20:08:35.716,77.011307,77.012786
2015:05:19,20:08:35.723,77.011307,77.012786
2015:05:19,20:08:35.816,79.028465,79.160448
2015:05:19,20:08:35.824,76.585844,79.160448
2015:05:19,20:08:35.916,76.198233,81.388887
2015:05:19,20:08:35.923,76.198233,81.388887
2015:05:19,20:08:36.016,74.663449,81.388887
2015:05:19,20:08:36.023,74.663449,81.388887
2015:05:19,20:08:36.116,76.614239,81.388887
2015:05:19,20:08:36.123,75.763590,81.388887
2015:05:19,20:08:36.215,74.667056,81.388887
2015:05:19,20:08:36.223,74.667056,81.388887
2015:05:19,20:08:36.316,75.824561,81.388887
2015:05:19,20:08:36.323,75.824561,81.388887
2015:05:19,20:08:36.415,75.071910,81.388887
2015:05:19,20:08:36.423,75.071910,81.388887
2015:05:19,20:08:36.516,73.452926,81.388887
2015:05:19,20:08:36.523,76.131058,81.388887
2015:05:19,20:08:36.616,75.311302,81.388887
2015:05:19,20:08:36.623,75.311302,0.000000
2015:05:19,20:08:36.716,75.391073,76.052600
2015:05:19,20:08:36.723,75.391073,76.052600
2015:05:19,20:08:36.816,76.049399,77.374912
2015:05:19,20:08:36.824,73.793870,77.374912
2015:05:19,20:08:36.915,73.003851,77.374912
2015:05:19,20:08:36.923,73.003851,77.374912
2015:05:19,20:08:37.016,72.179153,77.374912
2015:05:19,20:08:37.023,72.179153,77.374912
2015:05:19,20:08:37.115,72.540081,77.374912
2015:05:19,20:08:37.123,73.561674,77.374912
2015:05:19,20:08:37.216,74.245012,77.374912
2015:05:19,20:08:37.223,74.245012,77.374912
2015:05:19,20:08:37.316,73.939408,77.374912
2015:05:19,20:08:37.323,73.939408,77.374912
2015:05:19,20:08:37.415,74.090597,77.374912
2015:05:19,20:08:37.423,74.303716,77.374912
2015:05:19,20:08:37.516,74.585924,77.374912
2015:05:19,20:08:37.522,74.585924,77.374912
2015:05:19,20:08:37.616,72.392484,77.374912
2015:05:19,20:08:37.623,72.392484,77.374912
2015:05:19,20:08:37.716,70.659062,72.807926
2015:05:19,20:08:37.723,70.659062,72.807926
2015:05:19,20:08:37.816,76.193524,76.193524
2015:05:19,20:08:37.823,79.947662,79.947662
2015:05:19,20:08:37.916,78.950917,83.373891
2015:05:19,20:08:37.923,78.950917,83.373891
2015:05:19,20:08:38.016,72.026160,83.373891
2015:05:19,20:08:38.022,72.026160,83.373891
2015:05:19,20:08:38.116,76.005562,83.373891
2015:05:19,20:08:38.123,72.611850,83.373891
2015:05:19,20:08:38.216,72.632795,83.373891
2015:05:19,20:08:38.223,72.632795,83.373891
