2015:05:22,13:52:58.604,74.162698,76.936246
2015:05:22,13:52:58.650,74.087914,76.936246
2015:05:22,13:52:58.704,74.945284,76.936246
2015:05:22,13:52:58.750,74.369238,76.936246
2015:05:22,13:52:58.804,73.989126,76.936246
2015:05:22,13:52:58.850,74.321151,76.936246
2015:05:22,13:52:58.904,76.179285,76.936246
2015:05:22,13:52:58.950,76.428021,76.936246
2015:05:22,13:52:59.004,74.794654,76.936246
2015:05:22,13:52:59.050,75.929514,76.936246
2015:05:22,13:52:59.104,73.589776,76.936246
2015:05:22,13:52:59.150,74.269793,76.936246
2015:05:22,13:52:59.204,73.949808,76.936246
2015:05:22,13:52:59.250,75.631966,76.936246
2015:05:22,13:52:59.304,73.301696,76.936246
2015:05:22,13:52:59.350,73.927797,76.936246
2015:05:22,13:52:59.404,72.601274,76.936246
2015:05:22,13:52:59.450,71.293194,76.936246
2015:05:22,13:52:59.504,70.388916,76.936246
2015:05:22,13:52:59.550,71.307928,76.936246
2015:05:22,13:52:59.604,72.137882,76.936246
2015:05:22,13:52:59.650,72.763450,72.872867
2015:05:22,13:52:59.704,74.589114,74.611978
2015:05:22,13:52:59.751,71.521102,74.611978
2015:05:22,13:52:59.804,72.737235,74.611978
2015:05:22,13:52:59.850,69.641263,74.611978
2015:05:22,13:52:59.904,71.614650,74.611978
2015:05:22,13:52:59.950,71.856529,74.611978
2015:05:22,13:53:0.004,69.952686,74.611978
2015:05:22,13:53:0.050,69.462787,74.611978
2015:05:22,13:53:0.104,69.866381,74.611978
2015:05:22,13:53:0.150,71.258393,74.611978
2015:05:22,13:53:0.204,70.032688,74.611978
2015:05:22,13:53:0.250,69.966573,74.611978
2015:05:22,13:53:0.304,67.360279,74.611978
2015:05:22,13:53:0.350,69.360812,74.611978
2015:05:22,13:53:0.404,68.826058,74.611978
2015:05:22,13:53:0.449,71.140852,74.611978
2015:05:22,13:53:0.504,71.017702,74.611978
2015:05:22,13:53:0.550,74.724321,74.724321
2015:05:22,13:53:0.604,71.928300,74.724321
2015:05:22,13:53:0.650,69.727993,74.724321
2015:05:22,13:53:0.704,69.656293,74.722813
2015:05:22,13:53:0.750,69.117868,74.722813
2015:05:22,13:53:0.804,68.897498,74.722813
2015:05:22,13:53:0.850,67.679198,74.722813
2015:05:22,13:53:0.904,67.558413,74.722813
2015:05:22,13:53:0.950,66.470684,74.722813
2015:05:22,13:53:1.004,68.492204,74.722813
2015:05:22,13:53:1.050,68.819874,74.722813
2015:05:22,13:53:1.104,68.881487,74.722813
2015:05:22,13:53:1.151,67.397937,74.722813
2015:05:22,13:53:1.204,66.376507,74.722813
2015:05:22,13:53:1.251,67.206284,74.722813
2015:05:22,13:53:1.304,67.141018,74.722813
2015:05:22,13:53:1.351,68.128117,74.722813
2015:05:22,13:53:1.405,67.940170,74.722813
2015:05:22,13:53:1.450,67.627217,74.722813
2015:05:22,13:53:1.505,67.968216,74.722813
2015:05:22,13:53:1.550,69.908989,74.722813
2015:05:22,13:53:1.604,67.770860,74.722813
2015:05:22,13:53:1.650,68.206748,74.722813
2015:05:22,13:53:1.704,66.916595,74.722813
2015:05:22,13:53:1.750,66.709877,69.164491
2015:05:22,13:53:1.804,65.853519,69.164491
2015:05:22,13:53:1.850,69.023807,69.164491
2015:05:22,13:53:1.904,66.143621,69.164491
2015:05:22,13:53:1.950,68.141776,69.164491
2015:05:22,13:53:2.004,69.245860,69.245860
2015:05:22,13:53:2.050,68.525031,70.046558
2015:05:22,13:53:2.104,67.655203,70.046558
2015:05:22,13:53:2.150,69.575184,70.097244
2015:05:22,13:53:2.204,66.576035,70.097244
2015:05:22,13:53:2.253,69.414884,70.097244
2015:05:22,13:53:2.305,68.854583,72.036068
2015:05:22,13:53:2.354,70.109529,72.036068
2015:05:22,13:53:2.404,70.037797,72.036068
2015:05:22,13:53:2.452,69.049358,72.036068
2015:05:22,13:53:2.504,69.097005,72.036068
2015:05:22,13:53:2.550,69.830713,72.036068
2015:05:22,13:53:2.604,68.063090,72.036068
2015:05:22,13:53:2.650,67.148116,72.036068
2015:05:22,13:53:2.705,64.780958,72.036068
2015:05:22,13:53:2.750,64.533837,72.036068
2015:05:22,13:53:2.804,62.691225,65.647711
2015:05:22,13:53:2.850,64.678425,65.647711
2015:05:22,13:53:2.904,65.097008,67.219061
2015:05:22,13:53:2.950,65.715122,67.219061
2015:05:22,13:53:3.004,63.609199,67.219061
2015:05:22,13:53:3.050,65.438514,67.219061
2015:05:22,13:53:3.105,61.855221,67.219061
2015:05:22,13:53:3.150,64.477369,67.219061
2015:05:22,13:53:3.205,61.166038,67.219061
2015:05:22,13:53:3.250,63.923329,67.219061
2015:05:22,13:53:3.304,62.074015,67.219061
2015:05:22,13:53:3.350,64.327508,67.219061
2015:05:22,13:53:3.405,62.879351,67.219061
2015:05:22,13:53:3.450,64.293394,67.219061
2015:05:22,13:53:3.504,62.919148,67.219061
2015:05:22,13:53:3.550,63.783657,67.219061
2015:05:22,13:53:3.604,62.667989,67.219061
2015:05:22,13:53:3.650,63.556946,67.219061
2015:05:22,13:53:3.705,63.694678,67.219061
2015:05:22,13:53:3.750,65.751552,67.219061
2015:05:22,13:53:3.805,63.614267,67.219061
2015:05:22,13:53:3.850,66.217725,66.268842
2015:05:22,13:53:3.905,65.859130,66.268842
2015:05:22,13:53:3.950,64.859121,66.268842
2015:05:22,13:53:4.004,65.223927,66.268842
2015:05:22,13:53:4.050,63.943670,66.268842
2015:05:22,13:53:4.104,66.008621,66.268842
2015:05:22,13:53:4.150,66.202124,68.055681
2015:05:22,13:53:4.204,64.906292,68.055681
2015:05:22,13:53:4.250,68.068490,68.720232
2015:05:22,13:53:4.305,65.645540,68.720232
2015:05:22,13:53:4.350,64.375375,68.720232
2015:05:22,13:53:4.405,65.147312,68.720232
2015:05:22,13:53:4.451,63.874591,68.720232
2015:05:22,13:53:4.505,63.426401,68.720232
2015:05:22,13:53:4.550,64.755865,68.720232
2015:05:22,13:53:4.604,63.532610,68.720232
2015:05:22,13:53:4.650,62.682353,68.720232
2015:05:22,13:53:4.705,66.713756,68.720232
2015:05:22,13:53:4.750,67.316411,68.720232
2015:05:22,13:53:4.804,67.080012,68.720232
2015:05:22,13:53:4.850,65.129824,68.720232
2015:05:22,13:53:4.904,66.942155,66.942155
2015:05:22,13:53:4.950,65.935405,66.942155
2015:05:22,13:53:5.005,67.672705,67.672705
2015:05:22,13:53:5.050,64.219755,67.672705
2015:05:22,13:53:5.104,67.314278,67.672705
2015:05:22,13:53:5.150,65.678891,67.672705
2015:05:22,13:53:5.204,69.554615,69.684144
2015:05:22,13:53:5.250,74.357020,74.357020
2015:05:22,13:53:5.305,75.636068,75.636068
2015:05:22,13:53:5.350,79.144121,79.201577
2015:05:22,13:53:5.404,75.821949,79.201577
2015:05:22,13:53:5.450,73.904861,79.201577
2015:05:22,13:53:5.505,73.059851,79.201577
2015:05:22,13:53:5.550,70.663090,79.201577
2015:05:22,13:53:5.604,69.254358,79.201577
2015:05:22,13:53:5.649,67.634488,79.201577
2015:05:22,13:53:5.705,64.449558,79.201577
2015:05:22,13:53:5.750,64.746271,79.201577
2015:05:22,13:53:5.804,68.342218,79.201577
2015:05:22,13:53:5.850,70.712942,79.201577
2015:05:22,13:53:5.904,69.928820,79.201577
2015:05:22,13:53:5.950,71.581636,72.309497
2015:05:22,13:53:6.005,71.635570,72.309497
2015:05:22,13:53:6.050,72.833149,73.375354
2015:05:22,13:53:6.105,69.644167,73.375354
2015:05:22,13:53:6.150,71.872392,73.375354
2015:05:22,13:53:6.204,66.582787,73.375354
2015:05:22,13:53:6.250,66.609192,73.375354
2015:05:22,13:53:6.305,64.721147,73.375354
2015:05:22,13:53:6.350,63.821329,73.375354
2015:05:22,13:53:6.405,65.880380,73.375354
2015:05:22,13:53:6.450,66.301697,73.375354
2015:05:22,13:53:6.505,67.543157,73.375354
2015:05:22,13:53:6.550,68.498824,73.375354
2015:05:22,13:53:6.604,68.461286,73.375354
2015:05:22,13:53:6.650,69.656660,73.375354
2015:05:22,13:53:6.704,67.924978,73.375354
2015:05:22,13:53:6.750,67.350277,73.375354
2015:05:22,13:53:6.805,63.970114,73.375354
2015:05:22,13:53:6.850,64.837925,73.375354
2015:05:22,13:53:6.905,67.456579,73.375354
2015:05:22,13:53:6.950,70.009411,73.375354
2015:05:22,13:53:7.004,67.971362,72.348727
2015:05:22,13:53:7.050,66.953577,72.348727
2015:05:22,13:53:7.104,67.031162,72.348727
2015:05:22,13:53:7.150,67.273534,72.348727
2015:05:22,13:53:7.204,66.107688,72.348727
2015:05:22,13:53:7.250,66.457478,72.348727
2015:05:22,13:53:7.304,67.838495,72.348727
2015:05:22,13:53:7.350,70.279714,72.348727
2015:05:22,13:53:7.404,67.568806,72.348727
2015:05:22,13:53:7.450,66.910516,72.348727
2015:05:22,13:53:7.505,69.873974,72.348727
2015:05:22,13:53:7.550,66.365877,72.348727
2015:05:22,13:53:7.604,68.869487,72.348727
2015:05:22,13:53:7.650,70.373065,72.348727
2015:05:22,13:53:7.705,68.996262,72.348727
2015:05:22,13:53:7.750,67.081958,72.348727
2015:05:22,13:53:7.804,66.805506,72.348727
2015:05:22,13:53:7.850,67.050637,72.348727
2015:05:22,13:53:7.905,68.462800,72.348727
2015:05:22,13:53:7.951,69.517289,72.348727
2015:05:22,13:53:8.005,67.815436,72.348727
2015:05:22,13:53:8.050,69.949479,69.996907
2015:05:22,13:53:8.105,69.817477,71.265283
2015:05:22,13:53:8.150,68.595940,71.265283
2015:05:22,13:53:8.205,70.240435,71.265283
2015:05:22,13:53:8.250,69.199606,71.265283
2015:05:22,13:53:8.304,66.897605,71.265283
2015:05:22,13:53:8.350,70.789202,71.265283
2015:05:22,13:53:8.404,66.935725,71.265283
2015:05:22,13:53:8.450,70.292640,71.265283
2015:05:22,13:53:8.504,70.029174,75.075401
2015:05:22,13:53:8.550,69.648382,75.075401
2015:05:22,13:53:8.604,73.421229,75.075401
2015:05:22,13:53:8.650,74.928401,75.075401
2015:05:22,13:53:8.704,71.603534,75.075401
2015:05:22,13:53:8.751,69.373296,75.075401
2015:05:22,13:53:8.804,68.831424,75.075401
2015:05:22,13:53:8.850,68.695397,75.075401
2015:05:22,13:53:8.905,67.868585,75.075401
2015:05:22,13:53:8.950,68.384299,75.075401
2015:05:22,13:53:9.004,66.813355,75.075401
2015:05:22,13:53:9.050,67.171932,75.075401
2015:05:22,13:53:9.105,67.237360,67.795422
2015:05:22,13:53:9.151,68.771902,68.772044
2015:05:22,13:53:9.204,68.600108,68.772044
